num_conn,startTimet,orig_pt,resp_pt1,orig_ht,resp_ht,duration,protocol_type,resp_pt2,flag,src_bytes,dst_bytes,land,wrong_fragment,urg,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_hot_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate_sec,rerror_rate,srv_error_rate_sec,same_srv_rate,diff_srv_rate,dst_host_diff_srv_rate,count_100,srv_count_100,same_srv_rate_100,diff_srv_rate_100,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rat,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate
1,1580559788.769323,61865,199,127.0.0.1,127.0.0.1,3.5e-05,tcp,199,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1580559788.7693892,61865,445,127.0.0.1,127.0.0.1,1.6e-05,tcp,445,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
3,1580559788.769431,61865,554,127.0.0.1,127.0.0.1,1.6e-05,tcp,554,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
4,1580559788.769473,61865,3389,127.0.0.1,127.0.0.1,1.6e-05,tcp,3389,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
5,1580559788.769514,61865,3306,127.0.0.1,127.0.0.1,6.4e-05,tcp,3306,RSTOS0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
6,1580559788.769609,61865,256,127.0.0.1,127.0.0.1,1.7e-05,tcp,256,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.0,0.0,0.8,0.0,0.0,1.0,0.0,5,0,0.0,1.0,1.0,0.0,0.0,0.0,0.8,0.0
7,1580559788.769651,61865,1720,127.0.0.1,127.0.0.1,1.8e-05,tcp,1720,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.0,0.0,0.833333,0.0,0.0,1.0,0.0,6,0,0.0,1.0,1.0,0.0,0.0,0.0,0.833333,0.0
8,1580559788.7696948,61865,587,127.0.0.1,127.0.0.1,1.6e-05,tcp,587,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0.0,0.0,0.857143,0.0,0.0,1.0,0.0,7,0,0.0,1.0,1.0,0.0,0.0,0.0,0.857143,0.0
9,1580559788.769737,61865,23,127.0.0.1,127.0.0.1,1.6e-05,tcp,23,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.0,0.0,0.875,0.0,0.0,1.0,0.0,8,0,0.0,1.0,1.0,0.0,0.0,0.0,0.875,0.0
10,1580559788.769778,61865,22,127.0.0.1,127.0.0.1,3.7e-05,tcp,22,RSTOS0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.0,0.0,0.8888889999999999,0.0,0.0,1.0,0.0,9,0,0.0,1.0,1.0,0.0,0.0,0.0,0.8888889999999999,0.0
11,1580559788.9564788,61865,53,127.0.0.1,127.0.0.1,3.5e-05,tcp,53,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0.0,0.0,0.8,0.0,0.0,1.0,0.0,10,0,0.0,1.0,1.0,0.0,0.0,0.0,0.8,0.0
12,1580559788.956542,61865,5900,127.0.0.1,127.0.0.1,1.6e-05,tcp,5900,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0.0,0.0,0.818182,0.0,0.0,1.0,0.0,11,0,0.0,1.0,1.0,0.0,0.0,0.0,0.818182,0.0
13,1580559788.956584,61865,8080,127.0.0.1,127.0.0.1,1.6e-05,tcp,8080,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0.0,0.0,0.833333,0.0,0.0,1.0,0.0,12,0,0.0,1.0,1.0,0.0,0.0,0.0,0.833333,0.0
14,1580559788.956625,61865,995,127.0.0.1,127.0.0.1,1.6e-05,tcp,995,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0.0,0.0,0.8461540000000001,0.0,0.0,1.0,0.0,13,0,0.0,1.0,1.0,0.0,0.0,0.0,0.8461540000000001,0.0
15,1580559788.956666,61865,993,127.0.0.1,127.0.0.1,1.6e-05,tcp,993,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0.0,0.0,0.857143,0.0,0.0,1.0,0.0,14,0,0.0,1.0,1.0,0.0,0.0,0.0,0.857143,0.0
16,1580559788.956707,61865,111,127.0.0.1,127.0.0.1,1.6e-05,tcp,111,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0.0,0.0,0.866667,0.0,0.0,1.0,0.0,15,0,0.0,1.0,1.0,0.0,0.0,0.0,0.866667,0.0
17,1580559788.956747,61865,1723,127.0.0.1,127.0.0.1,1.7e-05,tcp,1723,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0.0,0.0,0.875,0.0,0.0,1.0,0.0,16,0,0.0,1.0,1.0,0.0,0.0,0.0,0.875,0.0
18,1580559788.956789,61865,80,127.0.0.1,127.0.0.1,1.6e-05,tcp,80,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0.0,0.0,0.882353,0.0,0.0,1.0,0.0,17,0,0.0,1.0,1.0,0.0,0.0,0.0,0.882353,0.0
19,1580559788.95683,61865,8888,127.0.0.1,127.0.0.1,1.6e-05,tcp,8888,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0.0,0.0,0.8888889999999999,0.0,0.0,1.0,0.0,18,0,0.0,1.0,1.0,0.0,0.0,0.0,0.8888889999999999,0.0
20,1580559788.956871,61865,135,127.0.0.1,127.0.0.1,1.6e-05,tcp,135,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0.0,0.0,0.8947370000000001,0.0,0.0,1.0,0.0,19,0,0.0,1.0,1.0,0.0,0.0,0.0,0.8947370000000001,0.0
21,1580559788.9569118,61865,1025,127.0.0.1,127.0.0.1,1.6e-05,tcp,1025,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0.0,0.0,0.9,0.0,0.0,1.0,0.0,20,0,0.0,1.0,1.0,0.0,0.0,0.0,0.9,0.0
22,1580559788.956953,61865,110,127.0.0.1,127.0.0.1,1.6e-05,tcp,110,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0.0,0.0,0.9047620000000001,0.0,0.0,1.0,0.0,21,0,0.0,1.0,1.0,0.0,0.0,0.0,0.9047620000000001,0.0
23,1580559788.956994,61865,143,127.0.0.1,127.0.0.1,1.6e-05,tcp,143,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0.0,0.0,0.909091,0.0,0.0,1.0,0.0,22,0,0.0,1.0,1.0,0.0,0.0,0.0,0.909091,0.0
24,1580559788.957035,61865,443,127.0.0.1,127.0.0.1,1.6e-05,tcp,443,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0.0,0.0,0.913043,0.0,0.0,1.0,0.0,23,0,0.0,1.0,1.0,0.0,0.0,0.0,0.913043,0.0
25,1580559788.957077,61865,139,127.0.0.1,127.0.0.1,1.4999999999999999e-05,tcp,139,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0.0,0.0,0.916667,0.0,0.0,1.0,0.0,24,0,0.0,1.0,1.0,0.0,0.0,0.0,0.916667,0.0
26,1580559788.957117,61865,21,127.0.0.1,127.0.0.1,1.6e-05,tcp,21,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0.0,0.0,0.92,0.0,0.0,1.0,0.0,25,0,0.0,1.0,1.0,0.0,0.0,0.0,0.92,0.0
27,1580559788.957158,61865,113,127.0.0.1,127.0.0.1,1.6e-05,tcp,113,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0.0,0.0,0.923077,0.0,0.0,1.0,0.0,26,0,0.0,1.0,1.0,0.0,0.0,0.0,0.923077,0.0
28,1580559788.957199,61865,25,127.0.0.1,127.0.0.1,1.7e-05,tcp,25,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0.0,0.0,0.925926,0.0,0.0,1.0,0.0,27,0,0.0,1.0,1.0,0.0,0.0,0.0,0.925926,0.0
29,1580559788.957241,61865,1040,127.0.0.1,127.0.0.1,1.6e-05,tcp,1040,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0.0,0.0,0.9285709999999999,0.0,0.0,1.0,0.0,28,0,0.0,1.0,1.0,0.0,0.0,0.0,0.9285709999999999,0.0
30,1580559788.957282,61865,9666,127.0.0.1,127.0.0.1,1.6e-05,tcp,9666,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0.0,0.0,0.9310350000000001,0.0,0.0,1.0,0.0,29,0,0.0,1.0,1.0,0.0,0.0,0.0,0.9310350000000001,0.0
31,1580559790.0078962,61865,3077,127.0.0.1,127.0.0.1,3.7e-05,tcp,3077,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0.0,0.0,0.933333,0.0,0.0,1.0,0.0,30,0,0.0,1.0,1.0,0.0,0.0,0.0,0.933333,0.0
32,1580559790.0079641,61865,1038,127.0.0.1,127.0.0.1,1.7e-05,tcp,1038,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0.0,0.0,0.935484,0.0,0.0,1.0,0.0,31,0,0.0,1.0,1.0,0.0,0.0,0.0,0.935484,0.0
33,1580559790.008006,61865,3168,127.0.0.1,127.0.0.1,1.6e-05,tcp,3168,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0.0,0.0,0.9375,0.0,0.0,1.0,0.0,32,0,0.0,1.0,1.0,0.0,0.0,0.0,0.9375,0.0
34,1580559790.0081608,61865,593,127.0.0.1,127.0.0.1,1.8e-05,tcp,593,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0.0,0.0,0.9393940000000001,0.0,0.0,1.0,0.0,33,0,0.0,1.0,1.0,0.0,0.0,0.0,0.9393940000000001,0.0
35,1580559790.0082052,61865,783,127.0.0.1,127.0.0.1,1.6e-05,tcp,783,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0.0,0.0,0.941176,0.0,0.0,1.0,0.0,34,0,0.0,1.0,1.0,0.0,0.0,0.0,0.941176,0.0
36,1580559790.0082471,61865,49175,127.0.0.1,127.0.0.1,1.6e-05,tcp,49175,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0.0,0.0,0.942857,0.0,0.0,1.0,0.0,35,0,0.0,1.0,1.0,0.0,0.0,0.0,0.942857,0.0
37,1580559790.0082881,61865,691,127.0.0.1,127.0.0.1,1.6e-05,tcp,691,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0.0,0.0,0.9444440000000001,0.0,0.0,1.0,0.0,36,0,0.0,1.0,1.0,0.0,0.0,0.0,0.9444440000000001,0.0
38,1580559790.00833,61865,5432,127.0.0.1,127.0.0.1,1.7e-05,tcp,5432,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0.0,0.0,0.945946,0.0,0.0,1.0,0.0,37,0,0.0,1.0,1.0,0.0,0.0,0.0,0.945946,0.0
39,1580559790.008372,61865,1090,127.0.0.1,127.0.0.1,1.6e-05,tcp,1090,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0.0,0.0,0.947368,0.0,0.0,1.0,0.0,38,0,0.0,1.0,1.0,0.0,0.0,0.0,0.947368,0.0
40,1580559790.008413,61865,1296,127.0.0.1,127.0.0.1,1.6e-05,tcp,1296,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0.0,0.0,0.9487180000000001,0.0,0.0,1.0,0.0,39,0,0.0,1.0,1.0,0.0,0.0,0.0,0.9487180000000001,0.0
41,1580559790.0084538,61865,50002,127.0.0.1,127.0.0.1,1.6e-05,tcp,50002,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0.0,0.0,0.95,0.0,0.0,1.0,0.0,40,0,0.0,1.0,1.0,0.0,0.0,0.0,0.95,0.0
42,1580559790.0084949,61865,7019,127.0.0.1,127.0.0.1,1.6e-05,tcp,7019,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0.0,0.0,0.951219,0.0,0.0,1.0,0.0,41,0,0.0,1.0,1.0,0.0,0.0,0.0,0.951219,0.0
43,1580559790.0085359,61865,306,127.0.0.1,127.0.0.1,1.6e-05,tcp,306,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0.0,0.0,0.9523809999999999,0.0,0.0,1.0,0.0,42,0,0.0,1.0,1.0,0.0,0.0,0.0,0.9523809999999999,0.0
44,1580559790.0085769,61865,32782,127.0.0.1,127.0.0.1,1.6e-05,tcp,32782,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0.0,0.0,0.9534879999999999,0.0,0.0,1.0,0.0,43,0,0.0,1.0,1.0,0.0,0.0,0.0,0.9534879999999999,0.0
45,1580559790.0086188,61865,4449,127.0.0.1,127.0.0.1,1.4999999999999999e-05,tcp,4449,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0.0,0.0,0.9545450000000001,0.0,0.0,1.0,0.0,44,0,0.0,1.0,1.0,0.0,0.0,0.0,0.9545450000000001,0.0
46,1580559790.008659,61865,1501,127.0.0.1,127.0.0.1,1.6e-05,tcp,1501,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0.0,0.0,0.955556,0.0,0.0,1.0,0.0,45,0,0.0,1.0,1.0,0.0,0.0,0.0,0.955556,0.0
47,1580559790.0087,61865,7,127.0.0.1,127.0.0.1,1.6e-05,tcp,7,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0.0,0.0,0.956522,0.0,0.0,1.0,0.0,46,0,0.0,1.0,1.0,0.0,0.0,0.0,0.956522,0.0
48,1580559790.00874,61865,616,127.0.0.1,127.0.0.1,1.6e-05,tcp,616,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0.0,0.0,0.9574469999999999,0.0,0.0,1.0,0.0,47,0,0.0,1.0,1.0,0.0,0.0,0.0,0.9574469999999999,0.0
49,1580559790.008781,61865,2040,127.0.0.1,127.0.0.1,1.6e-05,tcp,2040,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0.0,0.0,0.958333,0.0,0.0,1.0,0.0,48,0,0.0,1.0,1.0,0.0,0.0,0.0,0.958333,0.0
50,1580559790.008822,61865,13782,127.0.0.1,127.0.0.1,1.6e-05,tcp,13782,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0.0,0.0,0.959184,0.0,0.0,1.0,0.0,49,0,0.0,1.0,1.0,0.0,0.0,0.0,0.959184,0.0
51,1580559790.008863,61865,1073,127.0.0.1,127.0.0.1,1.6e-05,tcp,1073,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0.0,0.0,0.96,0.0,0.0,1.0,0.0,50,0,0.0,1.0,1.0,0.0,0.0,0.0,0.96,0.0
52,1580559790.0089061,61865,9009,127.0.0.1,127.0.0.1,1.6e-05,tcp,9009,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0.0,0.0,0.960784,0.0,0.0,1.0,0.0,51,0,0.0,1.0,1.0,0.0,0.0,0.0,0.960784,0.0
53,1580559790.0089471,61865,2010,127.0.0.1,127.0.0.1,1.7e-05,tcp,2010,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0.0,0.0,0.9615379999999999,0.0,0.0,1.0,0.0,52,0,0.0,1.0,1.0,0.0,0.0,0.0,0.9615379999999999,0.0
54,1580559790.008989,61865,8031,127.0.0.1,127.0.0.1,1.6e-05,tcp,8031,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0.0,0.0,0.9622639999999999,0.0,0.0,1.0,0.0,53,0,0.0,1.0,1.0,0.0,0.0,0.0,0.9622639999999999,0.0
55,1580559790.00903,61865,32772,127.0.0.1,127.0.0.1,1.6e-05,tcp,32772,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0.0,0.0,0.9629629999999999,0.0,0.0,1.0,0.0,54,0,0.0,1.0,1.0,0.0,0.0,0.0,0.9629629999999999,0.0
56,1580559790.009071,61865,5906,127.0.0.1,127.0.0.1,1.6e-05,tcp,5906,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0.0,0.0,0.963636,0.0,0.0,1.0,0.0,55,0,0.0,1.0,1.0,0.0,0.0,0.0,0.963636,0.0
57,1580559790.009112,61865,1065,127.0.0.1,127.0.0.1,1.6e-05,tcp,1065,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0.0,0.0,0.9642860000000001,0.0,0.0,1.0,0.0,56,0,0.0,1.0,1.0,0.0,0.0,0.0,0.9642860000000001,0.0
58,1580559790.009153,61865,44501,127.0.0.1,127.0.0.1,1.6e-05,tcp,44501,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0.0,0.0,0.9649120000000001,0.0,0.0,1.0,0.0,57,0,0.0,1.0,1.0,0.0,0.0,0.0,0.9649120000000001,0.0
59,1580559790.0091949,61865,2394,127.0.0.1,127.0.0.1,1.4999999999999999e-05,tcp,2394,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0.0,0.0,0.965517,0.0,0.0,1.0,0.0,58,0,0.0,1.0,1.0,0.0,0.0,0.0,0.965517,0.0
60,1580559790.009235,61865,4006,127.0.0.1,127.0.0.1,1.6e-05,tcp,4006,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0.0,0.0,0.966102,0.0,0.0,1.0,0.0,59,0,0.0,1.0,1.0,0.0,0.0,0.0,0.966102,0.0
61,1580559790.009276,61865,7921,127.0.0.1,127.0.0.1,1.6e-05,tcp,7921,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0.0,0.0,0.966667,0.0,0.0,1.0,0.0,60,0,0.0,1.0,1.0,0.0,0.0,0.0,0.966667,0.0
62,1580559790.009317,61865,1334,127.0.0.1,127.0.0.1,1.6e-05,tcp,1334,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0.0,0.0,0.9672129999999999,0.0,0.0,1.0,0.0,61,0,0.0,1.0,1.0,0.0,0.0,0.0,0.9672129999999999,0.0
63,1580559790.009358,61865,2035,127.0.0.1,127.0.0.1,1.6e-05,tcp,2035,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0.0,0.0,0.967742,0.0,0.0,1.0,0.0,62,0,0.0,1.0,1.0,0.0,0.0,0.0,0.967742,0.0
64,1580559790.0094,61865,2006,127.0.0.1,127.0.0.1,1.6e-05,tcp,2006,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0.0,0.0,0.9682540000000001,0.0,0.0,1.0,0.0,63,0,0.0,1.0,1.0,0.0,0.0,0.0,0.9682540000000001,0.0
65,1580559790.009441,61865,1054,127.0.0.1,127.0.0.1,1.7e-05,tcp,1054,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0.0,0.0,0.96875,0.0,0.0,1.0,0.0,64,0,0.0,1.0,1.0,0.0,0.0,0.0,0.96875,0.0
66,1580559790.009483,61865,7007,127.0.0.1,127.0.0.1,1.6e-05,tcp,7007,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0.0,0.0,0.969231,0.0,0.0,1.0,0.0,65,0,0.0,1.0,1.0,0.0,0.0,0.0,0.969231,0.0
67,1580559790.009524,61865,722,127.0.0.1,127.0.0.1,1.6e-05,tcp,722,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0.0,0.0,0.9696969999999999,0.0,0.0,1.0,0.0,66,0,0.0,1.0,1.0,0.0,0.0,0.0,0.9696969999999999,0.0
68,1580559790.0095642,61865,27353,127.0.0.1,127.0.0.1,1.6e-05,tcp,27353,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0.0,0.0,0.9701489999999999,0.0,0.0,1.0,0.0,67,0,0.0,1.0,1.0,0.0,0.0,0.0,0.9701489999999999,0.0
69,1580559790.0096052,61865,3324,127.0.0.1,127.0.0.1,1.6e-05,tcp,3324,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0.0,0.0,0.9705879999999999,0.0,0.0,1.0,0.0,68,0,0.0,1.0,1.0,0.0,0.0,0.0,0.9705879999999999,0.0
70,1580559790.0096462,61865,1083,127.0.0.1,127.0.0.1,1.6e-05,tcp,1083,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0.0,0.0,0.9710139999999999,0.0,0.0,1.0,0.0,69,0,0.0,1.0,1.0,0.0,0.0,0.0,0.9710139999999999,0.0
71,1580559790.009687,61865,1035,127.0.0.1,127.0.0.1,1.6e-05,tcp,1035,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0.0,0.0,0.9714290000000001,0.0,0.0,1.0,0.0,70,0,0.0,1.0,1.0,0.0,0.0,0.0,0.9714290000000001,0.0
72,1580559790.009728,61865,3011,127.0.0.1,127.0.0.1,1.6e-05,tcp,3011,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0.0,0.0,0.971831,0.0,0.0,1.0,0.0,71,0,0.0,1.0,1.0,0.0,0.0,0.0,0.971831,0.0
73,1580559790.009771,61865,3914,127.0.0.1,127.0.0.1,1.6e-05,tcp,3914,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0.0,0.0,0.9722219999999999,0.0,0.0,1.0,0.0,72,0,0.0,1.0,1.0,0.0,0.0,0.0,0.9722219999999999,0.0
74,1580559790.0098119,61865,8045,127.0.0.1,127.0.0.1,1.6e-05,tcp,8045,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0.0,0.0,0.9726030000000001,0.0,0.0,1.0,0.0,73,0,0.0,1.0,1.0,0.0,0.0,0.0,0.9726030000000001,0.0
75,1580559790.009853,61865,1244,127.0.0.1,127.0.0.1,1.6e-05,tcp,1244,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0.0,0.0,0.972973,0.0,0.0,1.0,0.0,74,0,0.0,1.0,1.0,0.0,0.0,0.0,0.972973,0.0
76,1580559790.0098948,61865,668,127.0.0.1,127.0.0.1,1.6e-05,tcp,668,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0.0,0.0,0.973333,0.0,0.0,1.0,0.0,75,0,0.0,1.0,1.0,0.0,0.0,0.0,0.973333,0.0
77,1580559790.009935,61865,9110,127.0.0.1,127.0.0.1,1.6e-05,tcp,9110,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0.0,0.0,0.973684,0.0,0.0,1.0,0.0,76,0,0.0,1.0,1.0,0.0,0.0,0.0,0.973684,0.0
78,1580559790.009976,61865,1434,127.0.0.1,127.0.0.1,1.6e-05,tcp,1434,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0.0,0.0,0.9740260000000001,0.0,0.0,1.0,0.0,77,0,0.0,1.0,1.0,0.0,0.0,0.0,0.9740260000000001,0.0
79,1580559790.010017,61865,2126,127.0.0.1,127.0.0.1,1.6e-05,tcp,2126,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0.0,0.0,0.974359,0.0,0.0,1.0,0.0,78,0,0.0,1.0,1.0,0.0,0.0,0.0,0.974359,0.0
80,1580559790.010058,61865,10243,127.0.0.1,127.0.0.1,1.6e-05,tcp,10243,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0.0,0.0,0.974684,0.0,0.0,1.0,0.0,79,0,0.0,1.0,1.0,0.0,0.0,0.0,0.974684,0.0
81,1580559790.0123131,61865,2920,127.0.0.1,127.0.0.1,3.6e-05,tcp,2920,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0.0,0.0,0.975,0.0,0.0,1.0,0.0,80,0,0.0,1.0,1.0,0.0,0.0,0.0,0.975,0.0
82,1580559790.012379,61865,7443,127.0.0.1,127.0.0.1,1.6e-05,tcp,7443,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0.0,0.0,0.975309,0.0,0.0,1.0,0.0,81,0,0.0,1.0,1.0,0.0,0.0,0.0,0.975309,0.0
83,1580559790.0124211,61865,2875,127.0.0.1,127.0.0.1,1.6e-05,tcp,2875,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0.0,0.0,0.9756100000000001,0.0,0.0,1.0,0.0,82,0,0.0,1.0,1.0,0.0,0.0,0.0,0.9756100000000001,0.0
84,1580559790.012463,61865,1074,127.0.0.1,127.0.0.1,1.6e-05,tcp,1074,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,0.0,0.9759040000000001,0.0,0.0,1.0,0.0,83,0,0.0,1.0,1.0,0.0,0.0,0.0,0.9759040000000001,0.0
85,1580559790.0125039,61865,6106,127.0.0.1,127.0.0.1,1.6e-05,tcp,6106,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0.0,0.0,0.97619,0.0,0.0,1.0,0.0,84,0,0.0,1.0,1.0,0.0,0.0,0.0,0.97619,0.0
86,1580559790.0125449,61865,1500,127.0.0.1,127.0.0.1,1.6e-05,tcp,1500,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0.0,0.0,0.9764709999999999,0.0,0.0,1.0,0.0,85,0,0.0,1.0,1.0,0.0,0.0,0.0,0.9764709999999999,0.0
